Country,Name,Category
Japan,YarakuZen,Communication
United States,YayPay Inc,Fintech
Belgium,YAZZOOM,Data Analytics
United Kingdom,Yedup Ltd,Data Analytics
United States,Yellfy Sports,Entertainment
Japan,Yenta,Communication
China,Yhgenomics,Healthcare
China,Yi+,Sales/Marketing
China,Yi+(dress-plus),Computer Vision
China,Yimian,Business Intelligence
China,Yitu Technology,Fintech
China,Yitutech,Business Intelligence
United States,Yobs,Human Resources
China,YOGO,Robotics
United States,YoloData,Text Analytics
China,Yongqianbao,Fintech
China,Yosemei,Text Analytics
Israel,You Appi,Sales/Marketing
United States,YouAppi,Sales/Marketing
China,YoungTone,Communication
United Kingdom,Your.MD,Healthcare
United States,Yseop,Communication
China,Yunji,Robotics
China,Yunwen,Communication
China,Yunzhou,Robotics
India,Yuvtar Inc,Communication
China,YuyiCloud,Core AI
China,Yuyinsuji,Communication
United States,Zabaware,Communication
United States,Zeal Technology,Communication
United States,Zealr,Sales/Marketing
Israel,Zebra Medical Vision Ltd,Healthcare
France,Zelros,Communication
Japan,ZenClerk,Sales/Marketing
Japan,zenclerk lite,Sales/Marketing
United States,Zenedge,Defense/Security
United States,Zenplace,Real Estate
Finland,ZenRobotics,Robotics
Sweden,Zensed,Fintech
United States,Zensight,Sales/Marketing
United States,Zenti,Text Analytics
India,Zentron Labs,Computer Vision
United States,Zenvestment,Fintech
United States,"Zero Element, Inc",Defense/Security
China,ZERO TECH,Robotics
China,Zero Zero Robotics,Robotics
China,ZeroZero,Robotics
China,Zgreat,Robotics
China,ZhenRobot,Robotics
China,Zhicheauto,Transportation
China,Zhimabot,Text Analytics
China,ZhishanRobot,Robotics
China,ZhiyiAI,Software Development
China,Zhuican,Business Intelligence
United States,Zilliant,Sales/Marketing
United States,Zimperium,Defense/Security
Israel,Zirra,Communication
Japan,ZMP,Robotics
United States,Zoetic,Robotics
China,ZongMu Technology,Transportation
China,Zongmutech,Transportation
Canada,Zoom.ai,Communication
United States,Zoomi,Education
India,Zoyo AI,E-Commerce
China,Zpudata,Business Intelligence
Israel,zuznow,Automation
United States,"ZyloTech, formerly DataXylo",Sales/Marketing
